Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Light color (product.metafields.shopify.light-color),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Included / United States,Price / United States,Compare At Price / United States,Status
sapphire-and-emerald-symphony-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Sapphire_and_Emerald_Symphony_Necklace_1.jpg?v=1725370976,2,Sapphire and Emerald Symphony Necklace ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sapphire-and-emerald-symphony-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Sapphire_and_Emerald_Symphony_Necklace_3.jpg?v=1725371002,3,Sapphire and Emerald Symphony Necklace ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
floral-dew-lab-created-emerald-drop-necklace,Floral Dew: Lab-Created Emerald Drop Necklace,"<p>Crafted for the modern woman who values sophistication and timeless beauty, the Emerald Elegance Drop Necklace is a captivating piece. This stunning emerald drop necklace features a pear-shaped emerald, delicately accented by sparkling diamonds, creating a beautiful contrast that highlights the vibrant green hue.<br>Whether worn for a special occasion or to elevate everyday elegance, this emerald and diamond drop necklace is designed to make a statement.<br></p>
<p><strong>KEY FEATURES:</strong> </p>
<ul>
<li>
<strong>Center Stone</strong>: Pear-shaped Lab-Created emerald</li>
<li>
<strong>Accent Stones</strong>: Lab-created diamonds </li>
<li>
<strong>Metal</strong>: Sterling Silver</li>
<li>
<strong>Design</strong>: Drop pendant</li>
<li>
<strong>Main Stone Size</strong>: 3.3 Carat</li>
<li>
<strong>Chain Length</strong>: 17.32 inches (44mm)<br> <br>
</li>
</ul>",Camille Elisa,Apparel & Accessories > Jewelry,Necklace,"Emerald Elegance, Full Bloom, pendants",true,Color,Green,,,,,,,,NK-EME-SS-SL-PR-01,200.0,shopify,continue,manual,499.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Emerald_Elegance_Drop_Necklace_1.jpg?v=1725356115,1,Emerald Elegance Drop Necklace,false,,"Add timeless beauty with the Emerald Elegance Drop Necklace. Featuring a lab-created emerald, this Floral Dew design shines with elegance. Shop your style now!",,,,,,,,,,,,,,,,green,,925-silver; lab-grown-diamond; sterling-silver,imitation-jewelry; fine-jewelry,,,,,female,,,,,,kg,,60.00,true,,,true,,,true,,,active
floral-dew-lab-created-emerald-drop-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Emerald_Elegance_Drop_Necklace_2.jpg?v=1725356133,2,Emerald Elegance Drop Necklace ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-era-yellow-diamond-pendant,Golden Era: Yellow Diamond Pendant,"<p>Crafted for the woman who seek timeless elegance, the Sunshine Radiance Yellow Diamond Pendant features a vibrant square-cut yellow diamond, surrounded by a halo of brilliant white diamonds. This pendant is perfect for adding a touch of luxury to special occasions or everyday wear.</p>
<p>At Camille Elisa, we believe in merging beauty with responsibility. Made from lustrous 925 silver, this lab created yellow gold diamond pendant embodies fine craftsmanship and sustainable luxury.</p>
<p><strong>KEY FEATURES</strong><br></p>
<ul>
<li>
<strong>Center Stone</strong>: Square-cut lab-created yellow diamond with vibrant hue</li>
<li>
<strong>Accent Diamonds</strong>: Halo of brilliant white diamonds</li>
<li>
<strong>Metal</strong>: Lustrous 925 silver, providing a luxurious finish</li>
<li>
<strong>Design</strong>: Classic halo pendant showcasing the yellow diamond</li>
<li>
<strong>Main Stone</strong>: 5.37 Carat</li>
<li>
<strong>Chain Length</strong>: 17.32 inches (44cm)</li>
</ul>",Camille Elisa,Apparel & Accessories > Jewelry,Necklace,"Golden Glow, pendants, unapologetically you",true,Color,Yellow,,,,,,,,NK-YEL-SS-SL-SQ-01,200.0,shopify,continue,manual,839.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Sunshine_Radiance_Yellow_Diamond_Pendant.jpg?v=1725371222,1,Sunshine Radiance Yellow Diamond Pendant,false,,"Radiate elegance with the Sunshine Radiance Yellow Diamond Pendant. Featuring a stunning yellow diamond, it's the perfect blend of luxury and charm—shop now!",,,,,,,,,,,,,,,,yellow,,yellow-diamond-pendant; sterling-silver,necklace; lab-created-diamond; imitation-jewelry,,,,,female,,,,,,kg,,118.00,true,,,true,,,true,,,active
golden-era-yellow-diamond-pendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Sunshine_Radiance_Yellow_Diamond_Pendant_2.jpg?v=1725371253,2,Sunshine Radiance Yellow Diamond Pendant ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gorgeous-glow-emerald-diamond-halo-pendant,Gorgeous Glow: Emerald Diamond Halo Pendant,"<p>This halo necklace is designed for those who appreciate timeless style, making it a versatile piece for any occasion.</p>
<p>The Emerald Radiance Diamond Halo Pendant captures the beauty of a classic diamond halo pendant with an added touch of vibrancy from its emerald center. Crafted from sustainable materials, this pendant is as responsible as it is beautiful.</p>
<p><strong>KEY FEATURES</strong>: <br></p>
<ul>
<li>
<strong>Center Stone</strong>: Lab-Created Emerald</li>
<li>
<strong>Accent Stones</strong>: Halo of lab-created diamonds</li>
<li>
<strong>Metal</strong>: Sterling Silver</li>
<li>
<strong>Design:</strong> Halo pendant</li>
<li>
<strong>Main Stone Size</strong>: 3.95 Carat</li>
<li>
<strong>Chain Length</strong>:17.32 inches (44mm)</li>
</ul>",Camille Elisa,Apparel & Accessories > Jewelry,Necklace,"Emerald Elegance, pendants, Timeless Memories",true,Color,Green,,,,,,,,NK-EME-SS-SL-SQ-01,200.0,shopify,continue,manual,499.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Emerald_Radiance_Diamond_Halo_Pendant.jpg?v=1725357032,1,Emerald Radiance Diamond Halo Pendant,false,,Discover the stunning Gorgeous Glow: Emerald Diamond Halo Pendant. Elevate your style with its exquisite design. Shop now and shine bright!,,,,,,,,,,,,,,,,green,,lab-created-gemstone; sterling-silver,,,,,,female,,,,,,kg,,70.00,true,,,true,,,true,,,active
gorgeous-glow-emerald-diamond-halo-pendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Emerald_Radiance_Diamond_Halo_Pendant_1.jpg?v=1725357281,2,Emerald Radiance Diamond Halo Pendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocean-breeze-blue-topaz-drop-pendant,Ocean Breeze: Blue Topaz Drop Pendant,"<p>Crafted for the woman who values beauty and meaning, the ""Ocean Breeze"" Blue Topaz Pendant is a stunning blend of elegance and simplicity. This blue topaz teardrop necklace features a vibrant teardrop-shaped lab-created blue topaz, symbolizing the calm and beauty of the ocean. A delicate halo of sparkling diamonds adds extra brilliance, making this pendant a perfect way to celebrate special moments or add a touch of sophistication to your everyday look.</p>
<p>At Camille Elisa, we believe luxury can be both beautiful and responsible. This pendant, made with eco-conscious,combines timeless style with sustainable craftsmanship. Whether worn alone or as part of a blue necklace set, this piece brings effortless charm to any outfit.</p>
<p><strong>KEY FEATURES</strong><br></p>
<ul>
<li>Center Stone: Teardrop-shaped lab-created blue topaz</li>
<li>Accent Diamonds: Halo of sparkling diamonds</li>
<li>Metal: Sterling Silver</li>
<li>Design: Classic halo with a radiant blue topaz centerpiece</li>
<li>Main Stone: 10mm x 7mm (approx.)</li>
<li>Chain Length: 17.32 inches (44cm)</li>
</ul>",Camille Elisa,Apparel & Accessories > Jewelry,Necklace,Necklace,true,Color,Light Blue,,,,,,,,NK-AQU-SS-SL-PR-01,300.0,shopify,continue,manual,399.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Ocean_Breeze_Blue_Topaz_Pendant.jpg?v=1733437606,1,Ocean Breeze Blue Topaz Pendant,false,,"Discover elegance with our Ocean Breeze: Blue Topaz Drop Pendant. Perfect for any occasion, this stunning pendant enhances your style. Shop now!",,,,,,,,,,,,,,,,navy; blue,,sterling-silver; diamond,lab-created-diamond; imitation-jewelry,,,,,female,,,,,,kg,,46.00,true,,,true,,,true,,,active
ocean-breeze-blue-topaz-drop-pendant,,,,,,,,,navy,,,,,,,,NK-SAP-SS-SL-PR-01,300.0,shopify,continue,manual,399.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Ocean_Breeze_Blue_Topaz_Pendant_1.jpg?v=1733437587,2,Ocean Breeze Blue Topaz Pendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,46.00,,,,,,,,,,
ocean-breeze-blue-topaz-drop-pendant,,,,,,,,,yellow,,,,,,,,NK-YEL-SS-SL-PR-01,300.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,46.00,,,,,,,,,,
ocean-breeze-blue-topaz-drop-pendant,,,,,,,,,pink,,,,,,,,NK-PIK-SS-SL-PR-01,300.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,46.00,,,,,,,,,,
ocean-breeze-blue-topaz-drop-pendant,,,,,,,,,red,,,,,,,,NK-RUB-SS-SL-PR-01,300.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,46.00,,,,,,,,,,
ocean-breeze-blue-topaz-drop-pendant,,,,,,,,,green,,,,,,,,NK-EME-SS-SL-PR-01,300.0,shopify,continue,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,46.00,,,,,,,,,,
enchanted-aquamarine-drop-necklace,Enchanting You: Lab-Created Aquamarine Drop Necklace,"<p>Dive into elegance with the Enchanted Aquamarine Drop Necklace, a teardrop-shaped masterpiece that combines the beauty of aquamarine with sparkling diamonds. Perfect for the modern woman who values both beauty and sustainability, this drop pendant necklace is a versatile piece for any collection. Its teardrop-shaped diamond necklace design reflects the serene beauty of the ocean, offering a calming elegance.</p>
<p><strong>KEY FEATURES:</strong></p>
<ul>
<li>
<strong>Center Stone</strong>: Teardrop-shaped aquamarine</li>
<li>
<strong>Accent Stones</strong>: Lab-Created diamonds</li>
<li>
<strong>Metal:</strong> 925 Sterling Silver</li>
<li>
<strong>Design</strong>: Drop pendant</li>
<li>
<strong>Main Stone size</strong>: 2.95 Carat</li>
<li>
<strong>Chain Length size</strong>: 17.32 inches (44mm)</li>
</ul>",Camille Elisa,Apparel & Accessories > Jewelry,Necklace,"Emerald Elegance, pendants, unapologetically you",true,Color,Aquamarine,,,,,,,,NK-AQU-SS-FL-SQ-01,200.0,shopify,continue,manual,599.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Enchanted_Emerald_Drop_Necklace_2.jpg?v=1725357923,1,Enchanted Emerald Drop Necklace ,false,,"Discover elegance with our Enchanting You teardrop-shaped diamond necklace. Crafted from lab-created emeralds, it’s perfect for any occasion! Shop now!",,,,,,,,,,,,,,,,blue,,lab-grown-diamond; 925-silver; sterling-silver,fine-jewelry; imitation-jewelry,,,,,female,,,,,,kg,,81.00,true,,,true,,,true,,,active
enchanted-aquamarine-drop-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Enchanted_Emerald_Drop_Necklace_3.jpg?v=1725357942,2,Enchanted Emerald Drop Necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enchanting-you-lab-created-emerald-drop-necklace,Enchanting You: Lab-Created Emerald Drop Necklace,"<p>Dive into elegance with the Enchanted Emerald Drop Necklace, a teardrop-shaped masterpiece that combines the beauty of Emerald with sparkling Lab-Created Diamonds. Perfect for the modern woman who values both beauty and sustainability, this drop pendant necklace is a versatile piece for any collection. Its teardrop-shaped diamond necklace design reflects the serene beauty of the ocean, offering a calming elegance.</p>
<p><strong>KEY FEATURES:</strong></p>
<ul>
<li>
<strong>Center Stone</strong>: Teardrop-shaped Emerald</li>
<li>
<strong>Accent Stones</strong>: Lab-Created Diamonds</li>
<li>
<strong>Metal</strong>: 925 Sterling Silver</li>
<li>
<strong>Design</strong>: Drop pendant</li>
<li>
<strong>Main Stone Size:</strong> 2.95 Carat</li>
<li>
<strong>Chain Length:</strong> 16 inches (40cm)</li>
</ul>
<p><!-- notionvc: bd62c45b-54a4-45c4-9ec4-09ab4afcad21 --></p>",Camille Elisa,Apparel & Accessories > Jewelry,Necklace,"Emerald Elegance, pendants, Timeless Memories",true,Color,Green,,,,,,,,NK-EME-SS-FL-SQ-01,200.0,shopify,continue,manual,599.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Enchanted_Emerald_Drop_Necklace.jpg?v=1725357856,1,Enchanted Emerald Drop Necklace,false,,"Discover elegance with the Enchanting You Lab-Created Emerald Drop Necklace. Adorned with aquamarine and sparkling diamonds, it’s perfect for any occasion!",,,,,,,,,,,,,,,,,,teardrop-shaped-diamond-necklace; drop-pendant-necklace,,,,,,,,,,,,kg,,80.00,true,,,true,,,true,,,active
enchanting-you-lab-created-emerald-drop-necklace,,,,,,,,,Blue,,,,,,,,"",200.0,shopify,continue,manual,599.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Enchanted_Emerald_Drop_Necklace_1.jpg?v=1725357877,2,Enchanted Emerald Drop Necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/54.jpg?v=1727956514,kg,,80.00,,,,,,,,,,
enchanting-you-lab-created-emerald-drop-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/54.jpg?v=1727956514,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modern-woman-diamond-pendant-necklace,Modern Woman: Diamond Pendant Necklace,"<p>Crafted for the modern woman who embraces elegance and contemporary design, the Modern Grace Diamond Pendant Necklace is a perfect blend of sophistication and sparkle. Featuring a radiant cluster of round-cut lab-created diamonds suspended from a sleek, diamond-encrusted vertical bar, this necklace exudes both luxury and refined style. The 925 Sterling Silver adds a polished finish, enhancing the brilliance of the diamonds. Whether worn at a formal event or to elevate your everyday look, this diamond necklace pendant offers a timeless statement piece for any occasion.</p>
<p><br>At Camille Elisa, we believe in creating jewelry that blends sustainable luxury with exceptional craftsmanship. This silver necklace with diamond pendant not only celebrates modern design but also embodies our commitment to ethically sourced materials, making it a beautiful and responsible addition to any jewelry collection.</p>
<p><br><strong>KEY FEATURES</strong><br><strong></strong></p>
<ul>
<li>
<strong>Center Stone:</strong> Lab-created diamond cluster for radiant sparkle</li>
<li>
<strong>Accent Diamonds</strong>: Diamond-encrusted vertical bar for a modern touch</li>
<li>
<strong>Metal:</strong> 925 Sterling Silver</li>
<li>
<strong>Design:</strong> Modern pendant with a cluster drop and vertical diamond bar</li>
<li>
<strong>Chain Length:</strong> 25 inches (63.5cm)</li>
</ul>
<!---->",Camille Elisa,Apparel & Accessories > Jewelry,Necklace,"",true,Main Stone Size (Carat),Cluster,,Chain Length,"16"" (40cm)",,,,,NK-ZIR-02-SS-DR-RD-01,200.0,shopify,continue,manual,499.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Modern_Grace_Diamond_Pendant_Necklace.jpg?v=1725367177,1,Modern Grace Diamond Pendant Necklace,false,,"Discover elegance with the Modern Grace Diamond Pendant Necklace. This stunning piece features premium diamonds and a timeless design. Shop now!






",,,,,,,,,,,,,,,,white; silver,,diamond-necklace-pendant; diamond-1; sterling-silver; 925-silver,lab-created-diamond; necklace,,,,,unisex,,,,,,kg,,27.00,true,,,true,,,true,,,active
modern-woman-diamond-pendant-necklace,,,,,,,,,Cluster,,,"18"" (45cm)",,,,,"",200.0,shopify,continue,manual,499.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Modern_Grace_Diamond_Pendant_Necklace_1.jpg?v=1725367208,2,Modern Grace Diamond Pendant Necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,27.00,,,,,,,,,,
starry-night-yellow-lab-created-diamond-drop-earrings,Starry Night: Yellow Lab-Created Diamond Drop Earrings,"<p>Inspired by the enchanting beauty of the night sky, the <strong>Starry Night Yellow Lab-Created Diamond Drop Earrings</strong> are designed for those who love artful elegance. These earrings, with their vivid yellow Lab-Created Diamond, capture the magic of the stars.</p>
<p>Perfect for art enthusiasts, these <strong>starry night earrings</strong> evoke the charm of <strong>Van Gogh's Starry Night</strong> and are reminiscent of <strong>James Avery Starry Night earrings</strong>, blending creativity and luxury in one stunning piece.</p>
<p><strong>KEY FEATURES:</strong></p>
<ul>
<li>
<strong>Center Stone:</strong> Yellow Lab-Created Diamond</li>
<li>
<strong>Metal:</strong> Sterling silver</li>
<li>
<strong>Design:</strong> Drop earrings</li>
<li>
<strong>Center Stone Size:</strong> 3.86 Carat</li>
</ul>
<p>This product is also available in Green, Blue and Pink. </p>
<p><!-- notionvc: 71e23480-c834-4bc8-87a1-02a0833ea808 --></p>",Camille Elisa,Apparel & Accessories > Jewelry,earrings,"Earrings, Golden Glow, unapologetically you",true,Color,yellow,product.metafields.shopify.color-pattern,,,,,,,ER-YEL-SS-HL-PR-03,200.0,shopify,continue,manual,699.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Starry_Night_Yellow_Apatite_Drop_Earrings.jpg?v=1725370801,1,Starry Night Yellow Apatite Drop Earrings,false,,Discover the beauty of our Starry Night: Yellow Lab-Created Diamond Drop Earrings. Shop now for stunning elegance and brilliance in every drop!,,,,,,,,,,,,,'1,,,yellow; navy; green; pink,,lab-created-gemstone; sterling-silver,lab-created-diamond,,,,,female,,,,,,kg,,87.00,true,,,true,,,true,,,active
starry-night-yellow-lab-created-diamond-drop-earrings,,,,,,,,,navy,,,,,,,,,200.0,shopify,continue,manual,699.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Starry_Night_Yellow_Apatite_Drop_Earrings_1.jpg?v=1725370829,2,Starry Night Yellow Apatite Drop Earrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/navy_dark_green_pink_eb61b454-6880-4f79-8ec3-ed1e9111d6bb.jpg?v=1728052128,kg,,87.00,,,,,,,,,,
starry-night-yellow-lab-created-diamond-drop-earrings,,,,,,,,,green,,,,,,,,,200.0,shopify,continue,manual,699.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/navy_dark_green_pink_eb61b454-6880-4f79-8ec3-ed1e9111d6bb.jpg?v=1728052128,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/navy_dark_green_pink_205d643b-26ba-458f-a73d-cc4f53a32767.jpg?v=1728052159,kg,,87.00,,,,,,,,,,
starry-night-yellow-lab-created-diamond-drop-earrings,,,,,,,,,pink,,,,,,,,,200.0,shopify,continue,manual,699.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/navy_dark_green_pink_205d643b-26ba-458f-a73d-cc4f53a32767.jpg?v=1728052159,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/navy_dark_green_pink_94970155-590a-4baa-8055-a01f078a5561.jpg?v=1728052179,kg,,87.00,,,,,,,,,,
starry-night-yellow-lab-created-diamond-drop-earrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/navy_dark_green_pink_94970155-590a-4baa-8055-a01f078a5561.jpg?v=1728052179,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunlit-elegance-aquamarine-drop-earrings,Sunlit Elegance: Aquamarine Drop Earrings,"<p>Crafted for women looking to sparkle in everyday life, This <strong>Sunlit Elegance Aquamarine Drop Earrings</strong> feature cushion-cut lab created aquamarines surrounded by white diamonds in a luxurious chandelier design. Crafted from 925 silver, these earrings add a touch of sustainable luxury to any outfit. Perfect for special occasions or elevating everyday wear with fine jewelry.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<strong>Center Stone:</strong> Cushion-cut lab-created aquamarine</li>
<li>
<strong>Main Stone:</strong> 2.62 Carat</li>
<li>
<strong>Accent Diamonds:</strong> lab-created diamonds</li>
<li>
<strong>Metal:</strong> 925 silver</li>
<li>
<strong>Design:</strong> Chandelier style</li>
</ul>
<p><!-- notionvc: b7ded028-eef6-4a03-b5a4-8f1448351cce --></p>",Camille Elisa,Apparel & Accessories > Jewelry,earrings,"Earrings, Oceanic Heart",true,Color,Light Blue,,,,,,,,ER-AQU-SS-FL-SQ-02,200.0,shopify,continue,manual,499.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Sunlit_Elegance_Aquamarine_Drop_Earrings.jpg?v=1725371123,1,Sunlit Elegance Aquamarine Drop Earrings,false,,Discover timeless beauty with Sunlit Elegance Aquamarine Drop Earrings. Elevate your style and make a statement—shop now for a radiant look!,,,,,,,,,,,,,,,,blue,,silver,earring,,,,,female; unisex; male,,,,,,kg,,64.00,true,,,true,,,true,,,active
sunlit-elegance-aquamarine-drop-earrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Sunlit_Elegance_Aquamarine_Drop_Earrings_1.jpg?v=1725371146,2,Sunlit Elegance Aquamarine Drop Earrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-opulence-lab-created-apatite-chandelier-and-diamond-earrings,Golden Opulence: Lab-Created Apatite Chandelier and Diamond Earrings,"<p>The <strong>Golden Opulence Apatite Chandelier Earrings</strong> are designed to make a statement. Featuring cascading lab-created apatite stones and shimmering diamonds, these <strong>chandelier earrings</strong> are perfect for formal occasions. The delicate design combines the beauty of Lab-created apatite with the luxury of diamonds, creating an exquisite blend of elegance and charm.</p>
<p>Whether you're looking for lab-created <strong>diamond chandelier earrings</strong> or unique <strong>apatite earrings</strong>, this pair offers the perfect touch of opulence with their <strong>gold chandelier earrings</strong> design.</p>
<p><strong>KEY FEATURES:</strong></p>
<ul>
<li>
<strong>Center Stone: Lab-Created</strong> Apatite stones</li>
<li>
<strong>Accent Diamonds:</strong> Lab-created diamonds</li>
<li>
<strong>Metal:</strong> Sterling Silver</li>
<li>
<strong>Design:</strong> Chandelier earrings</li>
<li>
<strong>Center Stone Size:</strong> 3.81 Carat</li>
</ul>
<p><!-- notionvc: fe0cf729-d1fc-4162-a652-2d7f66c67f8d --></p>",Camille Elisa,Apparel & Accessories > Jewelry,earrings,"Earrings, Golden Glow",true,Color,Yellow,,,,,,,,ER-YEL-SS-CL-RD-01,200.0,shopify,continue,manual,599.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Golden_Opulence_Apatite_Chandelier_Earrings.jpg?v=1725359533,1,Golden Opulence Apatite Chandelier Earrings ,false,,"Discover elegance with our Golden Opulence Apatite Chandelier Earrings, featuring stunning lab-created apatite and diamonds. Shop now!",,,,,,,,,,,,,,,,gold,,silver,lab-created-diamond,,,,,female,,,,,,kg,,58.00,true,,,true,,,true,,,active
golden-opulence-lab-created-apatite-chandelier-and-diamond-earrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Golden_Opulence_Apatite_Chandelier_Earrings_2.jpg?v=1725365077,2,Golden Opulence Apatite Chandelier Earrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simply-eternal-lab-created-baguette-diamond-hoops,Simply Eternal: Lab-Created Baguette Diamond Hoops,"<p>Add a touch of glamour with these gorgeous <strong>Diamond Hoops</strong>. These <strong>sparkling hoop earrings</strong> are adorned with a series of diamonds, creating an eye-catching sparkle that shines from every angle.</p>
<p>Perfect for the modern woman who loves timeless style, these <strong>sparkling halo heart hoop earrings</strong> are both chic and versatile, making them suitable for both day and night.</p>
<p><strong>KEY FEATURES: </strong></p>
<ul>
<li>Center Stone: Lab-created diamonds </li>
<li>Metal: 925 Sterling silver </li>
<li>Design: Hoop earrings</li>
</ul>
<p><!-- notionvc: 18ae21ef-1b9e-4ac2-83d4-f2d6627dc482 --></p>",Camille Elisa,Apparel & Accessories > Jewelry,earrings,Earrings,true,Color,Silver,,Main Stone Size,2,,,,,ER-DIA-02-SS-CL-EM-01,200.0,shopify,continue,manual,699.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Eternal_Sparkle_Diamond_Hoops.jpg?v=1725358512,1,Eternal Sparkle Diamond Hoops ,false,,Elevate your style with Simply Eternal: Lab-Created Baguette Diamond Hoops. Shop now for eco-friendly elegance and timeless sparkle!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,63.00,true,,,true,,,true,,,active
simply-eternal-lab-created-baguette-diamond-hoops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Eternal_Sparkle_Diamond_Hoops_1.jpg?v=1725358533,2,Eternal Sparkle Diamond Hoops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
